TraceNumber,DateTime,ClassName,FunctionName,Parameters,Line,StackDepth,AlwaysUsed
2145,2017-11-18T17:25:11.238,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2146,2017-11-18T17:25:11.238,org.jfree.data.Range,contains,(double),144 ,9,true
2147,2017-11-18T17:25:11.238,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2148,2017-11-18T17:25:11.239,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2149,2017-11-18T17:25:11.239,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2150,2017-11-18T17:25:11.239,org.jfree.data.Range,contains,(double),144 ,9,true
2151,2017-11-18T17:25:11.239,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2152,2017-11-18T17:25:11.239,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2153,2017-11-18T17:25:11.239,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2154,2017-11-18T17:25:11.239,org.jfree.data.Range,contains,(double),144 ,9,true
2155,2017-11-18T17:25:11.240,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2156,2017-11-18T17:25:11.240,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2157,2017-11-18T17:25:11.240,org.jfree.chart.axis.NumberAxis,getNumberFormatOverride,(),367 ,9,true
2158,2017-11-18T17:25:11.240,org.jfree.chart.axis.NumberAxis,getTickUnit,(),313 ,9,true
2159,2017-11-18T17:25:11.240,org.jfree.chart.axis.NumberTickUnit,valueToString,(double),115 ,9,true
2160,2017-11-18T17:25:11.240,org.jfree.chart.axis.ValueAxis,isVerticalTickLabels,(),342 ,9,true
2161,2017-11-18T17:25:11.241,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2162,2017-11-18T17:25:11.244,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2163,2017-11-18T17:25:11.244,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2164,2017-11-18T17:25:11.244,org.jfree.data.Range,contains,(double),144 ,9,true
2165,2017-11-18T17:25:11.245,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2166,2017-11-18T17:25:11.245,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2167,2017-11-18T17:25:11.245,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2168,2017-11-18T17:25:11.245,org.jfree.data.Range,contains,(double),144 ,9,true
2169,2017-11-18T17:25:11.245,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2170,2017-11-18T17:25:11.245,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2171,2017-11-18T17:25:11.245,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2172,2017-11-18T17:25:11.246,org.jfree.data.Range,contains,(double),144 ,9,true
2173,2017-11-18T17:25:11.246,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2174,2017-11-18T17:25:11.246,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2175,2017-11-18T17:25:11.246,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2176,2017-11-18T17:25:11.246,org.jfree.data.Range,contains,(double),144 ,9,true
2177,2017-11-18T17:25:11.246,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2178,2017-11-18T17:25:11.246,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2179,2017-11-18T17:25:11.247,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2180,2017-11-18T17:25:11.247,org.jfree.data.Range,contains,(double),144 ,9,true
2181,2017-11-18T17:25:11.247,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2182,2017-11-18T17:25:11.247,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2183,2017-11-18T17:25:11.248,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2184,2017-11-18T17:25:11.248,org.jfree.data.Range,contains,(double),144 ,9,true
2185,2017-11-18T17:25:11.248,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2186,2017-11-18T17:25:11.249,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2187,2017-11-18T17:25:11.249,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2188,2017-11-18T17:25:11.250,org.jfree.data.Range,contains,(double),144 ,9,true
2189,2017-11-18T17:25:11.250,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2190,2017-11-18T17:25:11.250,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2191,2017-11-18T17:25:11.250,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2192,2017-11-18T17:25:11.250,org.jfree.data.Range,contains,(double),144 ,9,true
2193,2017-11-18T17:25:11.250,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2194,2017-11-18T17:25:11.251,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2195,2017-11-18T17:25:11.251,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2196,2017-11-18T17:25:11.251,org.jfree.data.Range,contains,(double),144 ,9,true
2197,2017-11-18T17:25:11.251,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2198,2017-11-18T17:25:11.251,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2199,2017-11-18T17:25:11.252,org.jfree.chart.axis.NumberAxis,getNumberFormatOverride,(),367 ,9,true
2200,2017-11-18T17:25:11.252,org.jfree.chart.axis.NumberAxis,getTickUnit,(),313 ,9,true
2201,2017-11-18T17:25:11.252,org.jfree.chart.axis.NumberTickUnit,valueToString,(double),115 ,9,true
2202,2017-11-18T17:25:11.252,org.jfree.chart.axis.ValueAxis,isVerticalTickLabels,(),342 ,9,true
2203,2017-11-18T17:25:11.252,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2204,2017-11-18T17:25:11.252,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2205,2017-11-18T17:25:11.253,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2206,2017-11-18T17:25:11.253,org.jfree.data.Range,contains,(double),144 ,9,true
2207,2017-11-18T17:25:11.253,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2208,2017-11-18T17:25:11.253,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2209,2017-11-18T17:25:11.253,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2210,2017-11-18T17:25:11.253,org.jfree.data.Range,contains,(double),144 ,9,true
2211,2017-11-18T17:25:11.253,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2212,2017-11-18T17:25:11.254,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2213,2017-11-18T17:25:11.254,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2214,2017-11-18T17:25:11.254,org.jfree.data.Range,contains,(double),144 ,9,true
2215,2017-11-18T17:25:11.254,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2216,2017-11-18T17:25:11.257,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2217,2017-11-18T17:25:11.258,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2218,2017-11-18T17:25:11.258,org.jfree.data.Range,contains,(double),144 ,9,true
2219,2017-11-18T17:25:11.258,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2220,2017-11-18T17:25:11.258,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2221,2017-11-18T17:25:11.258,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2222,2017-11-18T17:25:11.258,org.jfree.data.Range,contains,(double),144 ,9,true
2223,2017-11-18T17:25:11.259,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2224,2017-11-18T17:25:11.259,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2225,2017-11-18T17:25:11.259,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2226,2017-11-18T17:25:11.259,org.jfree.data.Range,contains,(double),144 ,9,true
2227,2017-11-18T17:25:11.259,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2228,2017-11-18T17:25:11.259,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
2229,2017-11-18T17:25:11.260,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2230,2017-11-18T17:25:11.260,org.jfree.data.Range,contains,(double),144 ,9,true
2231,2017-11-18T17:25:11.260,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2232,2017-11-18T17:25:11.260,org.jfree.data.Range,contains,(double),144 ,9,true
2233,2017-11-18T17:25:11.260,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,9,true
2234,2017-11-18T17:25:11.260,org.jfree.data.Range,contains,(double),144 ,9,true
2235,2017-11-18T17:25:11.260,org.jfree.chart.ui.RectangleEdge,isTopOrBottom,(org.jfree.chart.ui.RectangleEdge),125 ,7,true
2236,2017-11-18T17:25:11.260,org.jfree.chart.axis.ValueAxis,isVerticalTickLabels,(),342 ,7,true
2237,2017-11-18T17:25:11.261,org.jfree.chart.axis.ValueAxis,findMaximumTickLabelHeight,(java.util.List  java.awt.Graphics2D  java.awt.geom.Rectangle2D  boolean),846 ,7,true
2238,2017-11-18T17:25:11.261,org.jfree.chart.axis.Axis,getTickLabelInsets,(),813 ,8,true
2239,2017-11-18T17:25:11.261,org.jfree.chart.axis.Axis,getTickLabelFont,(),761 ,8,true
2240,2017-11-18T17:25:11.262,org.jfree.chart.ui.RectangleInsets,getTop,(),125 ,8,true
2241,2017-11-18T17:25:11.262,org.jfree.chart.ui.RectangleInsets,getBottom,(),134 ,8,true
2242,2017-11-18T17:25:11.262,org.jfree.chart.axis.Axis,getLabelEnclosure,(java.awt.Graphics2D  org.jfree.chart.ui.RectangleEdge),1245 ,7,true
2243,2017-11-18T17:25:11.262,org.jfree.chart.axis.Axis,getLabel,(),379 ,8,true
2244,2017-11-18T17:25:11.263,org.jfree.chart.axis.Axis,getLabelFont,(),472 ,8,true
2245,2017-11-18T17:25:11.263,org.jfree.chart.text.TextUtils,getTextBounds,(java.lang.String  java.awt.Graphics2D  java.awt.FontMetrics),269 ,8,true
2246,2017-11-18T17:25:11.264,org.jfree.chart.axis.Axis,getLabelInsets,(),525 ,8,true
2247,2017-11-18T17:25:11.264,org.jfree.chart.ui.RectangleInsets,createOutsetRectangle,(java.awt.geom.Rectangle2D),318 ,8,true
2248,2017-11-18T17:25:11.264,org.jfree.chart.ui.RectangleInsets,createOutsetRectangle,(java.awt.geom.Rectangle2D  boolean  boolean),332 ,9,true
2249,2017-11-18T17:25:11.264,org.jfree.chart.ui.RectangleInsets,calculateTopOutset,(double),376 ,10,true
2250,2017-11-18T17:25:11.265,org.jfree.chart.ui.RectangleInsets,calculateBottomOutset,(double),406 ,10,true
2251,2017-11-18T17:25:11.265,org.jfree.chart.ui.RectangleInsets,calculateLeftOutset,(double),436 ,10,true
2252,2017-11-18T17:25:11.266,org.jfree.chart.ui.RectangleInsets,calculateRightOutset,(double),466 ,10,true
2253,2017-11-18T17:25:11.266,org.jfree.chart.axis.Axis,getLabelAngle,(),567 ,8,true
2254,2017-11-18T17:25:11.266,org.jfree.chart.ui.RectangleEdge,isTopOrBottom,(org.jfree.chart.ui.RectangleEdge),125 ,7,true
2255,2017-11-18T17:25:11.267,org.jfree.chart.axis.AxisSpace,add,(double  org.jfree.chart.ui.RectangleEdge),165 ,7,true
2256,2017-11-18T17:25:11.267,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
2257,2017-11-18T17:25:11.267,org.jfree.chart.axis.AxisSpace,shrink,(java.awt.geom.Rectangle2D  java.awt.geom.Rectangle2D),239 ,4,true
2258,2017-11-18T17:25:11.267,org.jfree.chart.ui.RectangleInsets,trim,(java.awt.geom.Rectangle2D),525 ,4,true
2259,2017-11-18T17:25:11.267,org.jfree.chart.ui.RectangleInsets,calculateLeftInset,(double),421 ,5,true
2260,2017-11-18T17:25:11.267,org.jfree.chart.ui.RectangleInsets,calculateRightInset,(double),451 ,5,true
2261,2017-11-18T17:25:11.267,org.jfree.chart.ui.RectangleInsets,calculateTopInset,(double),361 ,5,true
2262,2017-11-18T17:25:11.268,org.jfree.chart.ui.RectangleInsets,calculateBottomInset,(double),391 ,5,true
2263,2017-11-18T17:25:11.268,org.jfree.chart.plot.XYPlot,integerise,(java.awt.geom.Rectangle2D),3093 ,4,true
2264,2017-11-18T17:25:11.268,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartProgressEvent),1591 ,3,true
2265,2017-11-18T17:25:11.271,org.jfree.chart.XYBarChartTest,setUp,(),80 ,1,false
2266,2017-11-18T17:25:11.272,org.jfree.chart.XYBarChartTest,createChart,(),150 ,2,false
2267,2017-11-18T17:25:11.272,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,3,true
2268,2017-11-18T17:25:11.272,org.jfree.data.xy.XYSeries,add,(double  double),415 ,3,true
2269,2017-11-18T17:25:11.272,org.jfree.data.xy.XYSeries,add,(java.lang.Number  java.lang.Number  boolean),493 ,4,true
2270,2017-11-18T17:25:11.272,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2271,2017-11-18T17:25:11.272,org.jfree.data.xy.XYSeries,add,(org.jfree.data.xy.XYDataItem  boolean),507 ,5,true
2272,2017-11-18T17:25:11.273,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
2273,2017-11-18T17:25:11.273,org.jfree.data.xy.XYDataItem,clone,(),216 ,6,true
2274,2017-11-18T17:25:11.273,org.jfree.data.xy.XYSeries,updateBoundsForAddedItem,(org.jfree.data.xy.XYDataItem),250 ,6,true
2275,2017-11-18T17:25:11.273,org.jfree.data.xy.XYDataItem,getXValue,(),112 ,7,true
2276,2017-11-18T17:25:11.273,org.jfree.data.xy.XYSeries,minIgnoreNaN,(double  double),669 ,7,true
2277,2017-11-18T17:25:11.273,org.jfree.data.xy.XYSeries,maxIgnoreNaN,(double  double),688 ,7,true
2278,2017-11-18T17:25:11.273,org.jfree.data.xy.XYDataItem,getY,(),121 ,7,true
2279,2017-11-18T17:25:11.274,org.jfree.data.xy.XYDataItem,getYValue,(),135 ,7,true
2280,2017-11-18T17:25:11.274,org.jfree.data.xy.XYSeries,minIgnoreNaN,(double  double),669 ,7,true
2281,2017-11-18T17:25:11.274,org.jfree.data.xy.XYSeries,maxIgnoreNaN,(double  double),688 ,7,true
2282,2017-11-18T17:25:11.274,org.jfree.data.xy.XYSeries,getItemCount,(),347 ,6,true
2283,2017-11-18T17:25:11.274,org.jfree.data.general.Series,fireSeriesChanged,(),333 ,6,true
2284,2017-11-18T17:25:11.274,org.jfree.data.general.Series,notifyListeners,(org.jfree.data.general.SeriesChangeEvent),346 ,7,true
2285,2017-11-18T17:25:11.274,org.jfree.data.xy.XYSeries,add,(double  double),415 ,3,true
2286,2017-11-18T17:25:11.275,org.jfree.data.xy.XYSeries,add,(java.lang.Number  java.lang.Number  boolean),493 ,4,true
2287,2017-11-18T17:25:11.275,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2288,2017-11-18T17:25:11.275,org.jfree.data.xy.XYSeries,add,(org.jfree.data.xy.XYDataItem  boolean),507 ,5,true
2289,2017-11-18T17:25:11.275,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
2290,2017-11-18T17:25:11.275,org.jfree.data.xy.XYDataItem,clone,(),216 ,6,true
2291,2017-11-18T17:25:11.275,org.jfree.data.xy.XYDataItem,compareTo,(java.lang.Object),181 ,6,true
2292,2017-11-18T17:25:11.275,org.jfree.data.xy.XYDataItem,getX,(),97 ,7,true
2293,2017-11-18T17:25:11.276,org.jfree.data.xy.XYSeries,updateBoundsForAddedItem,(org.jfree.data.xy.XYDataItem),250 ,6,true
2294,2017-11-18T17:25:11.276,org.jfree.data.xy.XYDataItem,getXValue,(),112 ,7,true
2295,2017-11-18T17:25:11.276,org.jfree.data.xy.XYSeries,minIgnoreNaN,(double  double),669 ,7,true
2296,2017-11-18T17:25:11.276,org.jfree.data.xy.XYSeries,maxIgnoreNaN,(double  double),688 ,7,true
2297,2017-11-18T17:25:11.276,org.jfree.data.xy.XYDataItem,getY,(),121 ,7,true
2298,2017-11-18T17:25:11.276,org.jfree.data.xy.XYDataItem,getYValue,(),135 ,7,true
2299,2017-11-18T17:25:11.276,org.jfree.data.xy.XYSeries,minIgnoreNaN,(double  double),669 ,7,true
2300,2017-11-18T17:25:11.279,org.jfree.data.xy.XYSeries,maxIgnoreNaN,(double  double),688 ,7,true
2301,2017-11-18T17:25:11.279,org.jfree.data.xy.XYSeries,getItemCount,(),347 ,6,true
2302,2017-11-18T17:25:11.280,org.jfree.data.general.Series,fireSeriesChanged,(),333 ,6,true
2303,2017-11-18T17:25:11.280,org.jfree.data.general.Series,notifyListeners,(org.jfree.data.general.SeriesChangeEvent),346 ,7,true
2304,2017-11-18T17:25:11.280,org.jfree.data.xy.XYSeries,add,(double  double),415 ,3,true
2305,2017-11-18T17:25:11.280,org.jfree.data.xy.XYSeries,add,(java.lang.Number  java.lang.Number  boolean),493 ,4,true
2306,2017-11-18T17:25:11.280,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2307,2017-11-18T17:25:11.280,org.jfree.data.xy.XYSeries,add,(org.jfree.data.xy.XYDataItem  boolean),507 ,5,true
2308,2017-11-18T17:25:11.280,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
2309,2017-11-18T17:25:11.280,org.jfree.data.xy.XYDataItem,clone,(),216 ,6,true
2310,2017-11-18T17:25:11.280,org.jfree.data.xy.XYDataItem,compareTo,(java.lang.Object),181 ,6,true
2311,2017-11-18T17:25:11.281,org.jfree.data.xy.XYDataItem,getX,(),97 ,7,true
2312,2017-11-18T17:25:11.281,org.jfree.data.xy.XYDataItem,compareTo,(java.lang.Object),181 ,6,true
2313,2017-11-18T17:25:11.281,org.jfree.data.xy.XYDataItem,getX,(),97 ,7,true
2314,2017-11-18T17:25:11.281,org.jfree.data.xy.XYSeries,updateBoundsForAddedItem,(org.jfree.data.xy.XYDataItem),250 ,6,true
2315,2017-11-18T17:25:11.282,org.jfree.data.xy.XYDataItem,getXValue,(),112 ,7,true
2316,2017-11-18T17:25:11.282,org.jfree.data.xy.XYSeries,minIgnoreNaN,(double  double),669 ,7,true
2317,2017-11-18T17:25:11.282,org.jfree.data.xy.XYSeries,maxIgnoreNaN,(double  double),688 ,7,true
2318,2017-11-18T17:25:11.283,org.jfree.data.xy.XYDataItem,getY,(),121 ,7,true
2319,2017-11-18T17:25:11.283,org.jfree.data.xy.XYDataItem,getYValue,(),135 ,7,true
2320,2017-11-18T17:25:11.283,org.jfree.data.xy.XYSeries,minIgnoreNaN,(double  double),669 ,7,true
2321,2017-11-18T17:25:11.283,org.jfree.data.xy.XYSeries,maxIgnoreNaN,(double  double),688 ,7,true
2322,2017-11-18T17:25:11.283,org.jfree.data.xy.XYSeries,getItemCount,(),347 ,6,true
2323,2017-11-18T17:25:11.283,org.jfree.data.general.Series,fireSeriesChanged,(),333 ,6,true
2324,2017-11-18T17:25:11.284,org.jfree.data.general.Series,notifyListeners,(org.jfree.data.general.SeriesChangeEvent),346 ,7,true
2325,2017-11-18T17:25:11.284,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,3,true
2326,2017-11-18T17:25:11.284,org.jfree.data.general.AbstractDataset,addChangeListener,(org.jfree.data.general.DatasetChangeListener),173 ,3,true
2327,2017-11-18T17:25:11.284,org.jfree.data.general.Series,addChangeListener,(org.jfree.data.general.SeriesChangeListener),315 ,3,true
2328,2017-11-18T17:25:11.284,org.jfree.data.general.Series,addVetoableChangeListener,(java.beans.VetoableChangeListener),395 ,3,true
2329,2017-11-18T17:25:11.285,org.jfree.data.general.AbstractDataset,addChangeListener,(org.jfree.data.general.DatasetChangeListener),173 ,3,true
2330,2017-11-18T17:25:11.285,org.jfree.chart.ChartFactory,createXYBarChart,(java.lang.String  java.lang.String  boolean  java.lang.String  org.jfree.data.xy.IntervalXYDataset),1494 ,3,false
2331,2017-11-18T17:25:11.285,org.jfree.chart.ChartFactory,createXYBarChart,(java.lang.String  java.lang.String  boolean  java.lang.String  org.jfree.data.xy.IntervalXYDataset  org.jfree.chart.plot.PlotOrientation  boolean  boolean  boolean),1524 ,4,false
2332,2017-11-18T17:25:11.285,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2333,2017-11-18T17:25:11.286,org.jfree.chart.axis.NumberAxis,createStandardTickUnits,(),694 ,5,true
2334,2017-11-18T17:25:11.286,org.jfree.chart.axis.NumberAxis,setAutoRangeIncludesZero,(boolean),260 ,5,false
2335,2017-11-18T17:25:11.286,org.jfree.chart.axis.ValueAxis,isAutoRange,(),971 ,6,true
2336,2017-11-18T17:25:11.286,org.jfree.chart.axis.NumberAxis,autoAdjustRange,(),426 ,6,true
2337,2017-11-18T17:25:11.286,org.jfree.chart.axis.Axis,getPlot,(),1029 ,7,true
2338,2017-11-18T17:25:11.286,org.jfree.chart.axis.Axis,notifyListeners,(org.jfree.chart.event.AxisChangeEvent),1218 ,6,true
2339,2017-11-18T17:25:11.286,org.jfree.chart.axis.NumberAxis,createStandardTickUnits,(),694 ,5,true
2340,2017-11-18T17:25:11.287,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2341,2017-11-18T17:25:11.287,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2342,2017-11-18T17:25:11.287,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2343,2017-11-18T17:25:11.287,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2344,2017-11-18T17:25:11.287,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2345,2017-11-18T17:25:11.288,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2346,2017-11-18T17:25:11.291,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2347,2017-11-18T17:25:11.291,org.jfree.chart.renderer.xy.XYBarRenderer,getDefaultBarPainter,(),176 ,5,false
2348,2017-11-18T17:25:11.291,org.jfree.chart.renderer.xy.XYBarRenderer,getDefaultShadowsVisible,(),206 ,5,false
2349,2017-11-18T17:25:11.291,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2350,2017-11-18T17:25:11.292,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2351,2017-11-18T17:25:11.292,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
2352,2017-11-18T17:25:11.292,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,setDefaultToolTipGenerator,(org.jfree.chart.labels.XYToolTipGenerator),478 ,5,true
2353,2017-11-18T17:25:11.292,org.jfree.chart.renderer.AbstractRenderer,fireChangeEvent,(),2857 ,6,true
2354,2017-11-18T17:25:11.292,org.jfree.chart.renderer.AbstractRenderer,notifyListeners,(org.jfree.chart.event.RendererChangeEvent),2866 ,7,true
2355,2017-11-18T17:25:11.292,org.jfree.data.general.AbstractDataset,addChangeListener,(org.jfree.data.general.DatasetChangeListener),173 ,5,true
2356,2017-11-18T17:25:11.293,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,setPlot,(org.jfree.chart.plot.XYPlot),290 ,5,true
2357,2017-11-18T17:25:11.293,org.jfree.chart.renderer.AbstractRenderer,addChangeListener,(org.jfree.chart.event.RendererChangeListener),2810 ,5,true
2358,2017-11-18T17:25:11.293,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
2359,2017-11-18T17:25:11.293,org.jfree.chart.plot.XYPlot,mapDatasetToDomainAxis,(int  int),1435 ,5,true
2360,2017-11-18T17:25:11.293,org.jfree.chart.plot.XYPlot,mapDatasetToDomainAxes,(int  java.util.List),1451 ,6,true
2361,2017-11-18T17:25:11.293,org.jfree.chart.util.Args,requireNonNegative,(int  java.lang.String),67 ,7,true
2362,2017-11-18T17:25:11.294,org.jfree.chart.plot.XYPlot,checkAxisIndices,(java.util.List),1504 ,7,true
2363,2017-11-18T17:25:11.294,org.jfree.chart.plot.XYPlot,getDataset,(int),1359 ,7,true
2364,2017-11-18T17:25:11.294,org.jfree.chart.plot.XYPlot,datasetChanged,(org.jfree.data.general.DatasetChangeEvent),4533 ,7,true
2365,2017-11-18T17:25:11.294,org.jfree.chart.plot.XYPlot,configureDomainAxes,(),972 ,8,true
2366,2017-11-18T17:25:11.294,org.jfree.chart.axis.NumberAxis,configure,(),415 ,9,true
2367,2017-11-18T17:25:11.294,org.jfree.chart.axis.ValueAxis,isAutoRange,(),971 ,10,true
2368,2017-11-18T17:25:11.294,org.jfree.chart.axis.NumberAxis,autoAdjustRange,(),426 ,10,true
2369,2017-11-18T17:25:11.295,org.jfree.chart.axis.Axis,getPlot,(),1029 ,11,true
2370,2017-11-18T17:25:11.295,org.jfree.chart.plot.XYPlot,configureRangeAxes,(),1255 ,8,true
2371,2017-11-18T17:25:11.295,org.jfree.chart.plot.Plot,getParent,(),506 ,8,true
2372,2017-11-18T17:25:11.295,org.jfree.chart.event.ChartChangeEvent,setType,(org.jfree.chart.event.ChartChangeEventType),131 ,8,true
2373,2017-11-18T17:25:11.296,org.jfree.chart.plot.Plot,notifyListeners,(org.jfree.chart.event.PlotChangeEvent),1017 ,8,true
2374,2017-11-18T17:25:11.296,org.jfree.chart.axis.Axis,setPlot,(org.jfree.chart.plot.Plot),1042 ,5,true
2375,2017-11-18T17:25:11.296,org.jfree.chart.axis.NumberAxis,configure,(),415 ,6,true
2376,2017-11-18T17:25:11.296,org.jfree.chart.axis.ValueAxis,isAutoRange,(),971 ,7,true
2377,2017-11-18T17:25:11.296,org.jfree.chart.axis.NumberAxis,autoAdjustRange,(),426 ,7,true
