Name, TotalOccurances, AlwaysUsed 
org.jfree.chart.LegendItem : getLabel,5,true
org.jfree.chart.util.AbstractObjectList : get,104,true
org.jfree.chart.axis.NumberAxis : refreshTicksVertical,5,true
org.jfree.chart.title.LegendTitle : setBackgroundPaint,30,true
org.jfree.data.xy.XYBarDataset : getSeriesKey,32,false
org.jfree.chart.axis.NumberTickUnitSource : getLargerTickUnit,1,false
org.jfree.chart.LegendItem : setFillPaintTransformer,1,false
org.jfree.chart.renderer.xy.AbstractXYItemRenderer : setDefaultToolTipGenerator,15,true
org.jfree.chart.plot.XYPlot : getDomainAxisForDataset,26,true
org.jfree.chart.XYLineChartTest$LocalListener : chartChanged,1,false
org.jfree.chart.block.AbstractBlock : getBounds,20,true
org.jfree.chart.renderer.xy.AbstractXYItemRenderer : setSeriesToolTipGenerator,5,true
org.jfree.chart.block.RectangleConstraint : getWidthRange,20,true
org.jfree.chart.text.TextBlock : calculateOffsets,10,true
org.jfree.chart.renderer.xy.AbstractXYItemRenderer : getDrawingSupplier,10,true
org.jfree.chart.StandardChartTheme : apply,15,true
org.jfree.chart.block.BlockContainer : add,35,true
org.jfree.chart.renderer.xy.AbstractXYItemRenderer : getLegendItemLabelGenerator,4,false
org.jfree.chart.text.TextBlock : calculateDimensions,20,true
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer : setDefaultShapesVisible,3,false
org.jfree.chart.ChartColor : createDefaultPaintArray,5,true
org.jfree.data.time.DateRange : getUpperDate,3,false
org.jfree.chart.plot.XYPlot : mapDatasetToDomainAxes,15,true
org.jfree.chart.axis.Axis : getLabelFont,10,true
org.jfree.data.xy.XYSeries : getMaxY,18,false
org.jfree.chart.ui.RectangleAnchor : getAnchorPoint,15,true
org.jfree.data.xy.XYDataItem : getX,294,true
org.jfree.chart.ui.RectangleInsets : trimHeight,60,true
org.jfree.chart.axis.NumberTickUnitSource : getMinorTickCount,20,true
org.jfree.chart.title.LegendTitle : getBackgroundPaint,15,true
org.jfree.chart.plot.XYPlot : getDomainAxisCount,15,true
org.jfree.chart.renderer.xy.AbstractXYItemRenderer : getAnnotations,58,true
org.jfree.data.xy.XYSeries : getMaxX,27,false
org.jfree.chart.LegendItemCollection : add,5,true
org.jfree.chart.axis.DateTickUnitType : getCalendarField,2,false
org.jfree.chart.plot.XYPlot : setDomainCrosshairPaint,15,true
org.jfree.chart.axis.Axis : getLabel,10,true
org.jfree.chart.axis.AxisSpace : add,10,true
org.jfree.chart.util.AbstractObjectList : clear,30,true
org.jfree.data.general.Series : addVetoableChangeListener,20,true
org.jfree.chart.renderer.AbstractRenderer : setSeriesStroke,2,false
org.jfree.chart.block.FlowArrangement : arrangeRR,5,true
org.jfree.data.xy.AbstractIntervalXYDataset : getEndXValue,3,false
org.jfree.chart.renderer.xy.XYBarRenderer : getGradientPaintTransformer,2,false
org.jfree.chart.ui.RectangleInsets : calculateBottomOutset,85,true
org.jfree.chart.axis.TickUnit : getSize,2422,true
org.jfree.chart.axis.ValueAxis : getUpperMargin,103,true
org.jfree.data.xy.XYBarDataset : getEndXValue,27,false
org.jfree.data.general.AbstractDataset : addChangeListener,43,true
org.jfree.chart.JFreeChart : notifyListeners,416,true
org.jfree.chart.plot.XYPlot : setRangeCrosshairPaint,15,true
org.jfree.chart.title.LegendGraphic : setOutlinePaint,5,true
org.jfree.chart.axis.ValueAxis : getAutoRangeMinimumSize,103,true
org.jfree.chart.JFreeChart : drawTitle,10,true
org.jfree.chart.block.AbstractBlock : trimToContentHeight,30,true
org.jfree.chart.LegendItem : getURLText,5,true
org.jfree.chart.plot.XYPlot : setDataset,10,true
org.jfree.chart.title.TextTitle : drawHorizontal,5,true
org.jfree.chart.title.LegendGraphic : arrangeNN,5,true
org.jfree.chart.plot.Plot : setDrawingSupplier,15,true
org.jfree.chart.block.RectangleConstraint : getHeightConstraintType,35,true
org.jfree.chart.LegendItem : isShapeFilled,5,true
org.jfree.chart.axis.NumberAxis : selectVerticalAutoTickUnit,5,true
org.jfree.chart.axis.DateAxis$DefaultTimeline : toTimelineValue,35,false
org.jfree.chart.block.BlockContainer : setArrangement,5,true
org.jfree.chart.plot.XYPlot : findDomainAxisIndex,108,true
org.jfree.chart.plot.XYPlot : setRangeZeroBaselinePaint,15,true
org.jfree.chart.plot.XYPlot : calculateRangeAxisSpace,5,true
org.jfree.chart.axis.Axis : getTickLabelInsets,30,true
org.jfree.chart.axis.ValueAxis : findMaximumTickLabelHeight,5,true
org.jfree.data.xy.XYSeries : getItemCount,118,true
org.jfree.chart.block.AbstractBlock : setBounds,20,true
org.jfree.chart.title.LegendTitle : setItemFont,15,true
org.jfree.chart.plot.Plot : getDrawingSupplier,25,true
org.jfree.chart.axis.Axis : isVisible,10,true
org.jfree.chart.axis.ValueAxis : reserveSpace,10,true
org.jfree.chart.StandardChartTheme : applyToAbstractRenderer,15,true
org.jfree.chart.JFreeChart : getPlot,25,true
org.jfree.chart.axis.DateAxis : estimateMaximumTickLabelWidth,2,false
org.jfree.chart.ui.TextAnchor : isRight,20,true
org.jfree.chart.plot.XYPlot : setDomainZeroBaselinePaint,15,true
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer : getItemLineVisible,2,false
org.jfree.data.general.Series : getKey,126,true
org.jfree.chart.plot.DefaultDrawingSupplier : getNextShape,3,false
org.jfree.chart.plot.XYPlot : datasetChanged,35,true
org.jfree.data.xy.XYDataItem : clone,60,true
org.jfree.chart.JFreeChart : getSubtitleCount,30,true
org.jfree.chart.renderer.AbstractRenderer : getSeriesOutlinePaint,2,false
org.jfree.chart.title.LegendTitle : draw,5,true
org.jfree.chart.axis.ValueAxis : setRange,106,true
org.jfree.chart.renderer.AbstractRenderer : setSeriesPaint,5,true
org.jfree.chart.axis.AxisSpace : shrink,10,true
org.jfree.chart.title.LegendGraphic : setShapeFilled,5,true
org.jfree.chart.block.FlowArrangement : arrange,5,true
org.jfree.chart.renderer.xy.XYBarRenderer : setBarPainter,3,false
org.jfree.chart.LegendItem : getLineStroke,5,true
org.jfree.chart.XYStepAreaChartTest : testReplaceDataset,1,false
org.jfree.chart.JFreeChart : getTitle,15,true
org.jfree.chart.plot.XYPlot : getRangeAxisLocation,5,true
org.jfree.data.xy.XYBarDataset : getStartXValue,27,false
org.jfree.data.xy.XYDataItem : getY,138,true
org.jfree.chart.title.LegendGraphic : arrange,5,true
org.jfree.chart.title.LegendGraphic : getLine,2,false
org.jfree.chart.XYAreaChartTest : createChart,3,false
org.jfree.chart.LegendItem : getOutlinePaint,5,true
org.jfree.chart.StandardChartTheme : applyToXYPlot,15,true
